kudos_id,week_number,date,giver_id,giver_name,giver_dept,recipient_id,recipient_name,recipient_dept,category,message,giver_points,recipient_points,company
K005838,52,2026-12-29,1373,Kevin Abdullah,Enterprise,1324,Prakash Chan,Marketing,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K005839,52,2026-12-28,1373,Kevin Abdullah,Enterprise,1475,Jason Hamid,Legal,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K005840,8,2026-02-24,1374,Ahmad Pillai,Enterprise,1350,Azlan Rashid,Marketing,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K005841,8,2026-02-23,1374,Ahmad Pillai,Enterprise,1137,Nadia Rashid,Technology,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K005842,13,2026-04-03,1374,Ahmad Pillai,Enterprise,1219,Ivan Ali,Technology,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K005843,13,2026-03-30,1374,Ahmad Pillai,Enterprise,1411,James Menon,Enterprise,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K005844,14,2026-04-07,1374,Ahmad Pillai,Enterprise,1013,Hafiz Menon,Retail,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K005845,14,2026-04-08,1374,Ahmad Pillai,Enterprise,1004,Shirley Chan,Retail,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K005846,14,2026-04-06,1374,Ahmad Pillai,Enterprise,1108,Vivian Ali,Retail,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K005847,18,2026-05-06,1374,Ahmad Pillai,Enterprise,1054,Ahmad Ooi,Retail,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K005848,18,2026-05-05,1374,Ahmad Pillai,Enterprise,1233,Priya Hassan,Sales,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K005849,24,2026-06-16,1374,Ahmad Pillai,Enterprise,1454,Hafiz Menon,HR,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K005850,24,2026-06-18,1374,Ahmad Pillai,Enterprise,1047,Yazid Chong,Retail,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K005851,28,2026-07-14,1374,Ahmad Pillai,Enterprise,1403,Ganesh Lim,Enterprise,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K005852,28,2026-07-14,1374,Ahmad Pillai,Enterprise,1300,Grace Yusof,Marketing,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K005853,28,2026-07-14,1374,Ahmad Pillai,Enterprise,1035,Siti Bakar,Retail,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K005854,42,2026-10-22,1374,Ahmad Pillai,Enterprise,1280,Priya Singh,Sales,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K005855,42,2026-10-21,1374,Ahmad Pillai,Enterprise,1461,Ahmad Aziz,HR,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K005856,42,2026-10-20,1374,Ahmad Pillai,Enterprise,1395,Ravi Tan,Enterprise,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K005857,43,2026-10-27,1374,Ahmad Pillai,Enterprise,1272,Lily Goh,Sales,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K005858,3,2026-01-23,1375,Ganesh Ong,Enterprise,1432,Grace Ibrahim,Finance,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K005859,12,2026-03-23,1375,Ganesh Ong,Enterprise,1013,Hafiz Menon,Retail,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K005860,23,2026-06-11,1375,Ganesh Ong,Enterprise,1187,Nelson Ong,Technology,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K005861,25,2026-06-26,1375,Ganesh Ong,Enterprise,1305,Ganesh Ng,Marketing,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K005862,25,2026-06-24,1375,Ganesh Ong,Enterprise,1079,Fatimah Soh,Retail,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K005863,34,2026-08-27,1375,Ganesh Ong,Enterprise,1300,Grace Yusof,Marketing,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K005864,34,2026-08-26,1375,Ganesh Ong,Enterprise,1246,Vivian Yap,Sales,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K005865,35,2026-09-01,1375,Ganesh Ong,Enterprise,1313,Linda Ali,Marketing,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K005866,36,2026-09-08,1375,Ganesh Ong,Enterprise,1458,Wei Yap,HR,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K005867,42,2026-10-22,1375,Ganesh Ong,Enterprise,1051,Mei Yusof,Retail,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K005868,50,2026-12-16,1375,Ganesh Ong,Enterprise,1034,Amelia Malik,Retail,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K005869,50,2026-12-16,1375,Ganesh Ong,Enterprise,1170,Prakash Rahman,Technology,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K005870,13,2026-04-03,1376,Amelia Rashid,Enterprise,1436,Grace Karim,Finance,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K005871,13,2026-04-03,1376,Amelia Rashid,Enterprise,1380,Ridzwan Tan,Enterprise,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K005872,13,2026-03-30,1376,Amelia Rashid,Enterprise,1357,Shankar Koh,Marketing,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K005873,15,2026-04-14,1376,Amelia Rashid,Enterprise,1326,Rajesh Lim,Marketing,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K005874,15,2026-04-16,1376,Amelia Rashid,Enterprise,1482,Harish Yap,Legal,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K005875,15,2026-04-16,1376,Amelia Rashid,Enterprise,1013,Hafiz Menon,Retail,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K005876,21,2026-05-25,1376,Amelia Rashid,Enterprise,1083,Vivian Yusof,Retail,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K005877,34,2026-08-28,1376,Amelia Rashid,Enterprise,1295,Eugene Wong,Sales,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K005878,40,2026-10-06,1376,Amelia Rashid,Enterprise,1396,Rajesh Yusof,Enterprise,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K005879,41,2026-10-14,1376,Amelia Rashid,Enterprise,1076,Ivan Hamid,Retail,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K005880,41,2026-10-15,1376,Amelia Rashid,Enterprise,1263,Lily Chong,Sales,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K005881,44,2026-11-04,1376,Amelia Rashid,Enterprise,1476,Elaine Rashid,Legal,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K005882,44,2026-11-06,1376,Amelia Rashid,Enterprise,1076,Ivan Hamid,Retail,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K005883,44,2026-11-02,1376,Amelia Rashid,Enterprise,1063,Lily Patel,Retail,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K005884,48,2026-12-04,1376,Amelia Rashid,Enterprise,1351,Nurul Ali,Marketing,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K005885,48,2026-12-03,1376,Amelia Rashid,Enterprise,1265,Pamela Aziz,Sales,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K005886,50,2026-12-16,1376,Amelia Rashid,Enterprise,1394,Siti Abdullah,Enterprise,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K005887,51,2026-12-22,1376,Amelia Rashid,Enterprise,1457,Farid Patel,HR,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K005888,51,2026-12-23,1376,Amelia Rashid,Enterprise,1027,Pamela Chong,Retail,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K005889,20,2026-05-22,1377,Harish Chua,Enterprise,1219,Ivan Ali,Technology,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K005890,20,2026-05-22,1377,Harish Chua,Enterprise,1441,Mei Malik,Finance,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K005891,20,2026-05-20,1377,Harish Chua,Enterprise,1436,Grace Karim,Finance,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K005892,24,2026-06-19,1377,Harish Chua,Enterprise,1269,Lily Malik,Sales,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K005893,24,2026-06-19,1377,Harish Chua,Enterprise,1354,Elaine Ibrahim,Marketing,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K005894,24,2026-06-15,1377,Harish Chua,Enterprise,1149,Wendy Ali,Technology,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K005895,25,2026-06-26,1377,Harish Chua,Enterprise,1134,Pamela Teh,Technology,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K005896,25,2026-06-26,1377,Harish Chua,Enterprise,1444,Nadia Bakar,Finance,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K005897,25,2026-06-22,1377,Harish Chua,Enterprise,1296,Cheryl Lim,Sales,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K005898,31,2026-08-04,1377,Harish Chua,Enterprise,1333,Harish Menon,Marketing,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K005899,41,2026-10-13,1377,Harish Chua,Enterprise,1287,Grace Tan,Sales,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K005900,41,2026-10-12,1377,Harish Chua,Enterprise,1422,Ridzwan Ibrahim,Finance,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K005901,45,2026-11-09,1377,Harish Chua,Enterprise,1090,Lily Menon,Retail,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K005902,48,2026-12-04,1377,Harish Chua,Enterprise,1007,Ravi Tan,Retail,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K005903,48,2026-12-04,1377,Harish Chua,Enterprise,1410,Farid Rashid,Enterprise,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K005904,48,2026-12-03,1377,Harish Chua,Enterprise,1283,Siti Aziz,Sales,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K005905,4,2026-01-29,1378,Sarah Tan,Enterprise,1309,Grace Singh,Marketing,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K005906,4,2026-01-26,1378,Sarah Tan,Enterprise,1281,Ivan Rashid,Sales,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K005907,6,2026-02-13,1378,Sarah Tan,Enterprise,1152,Nurul Kumar,Technology,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K005908,6,2026-02-11,1378,Sarah Tan,Enterprise,1253,Elaine Lee,Sales,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K005909,6,2026-02-10,1378,Sarah Tan,Enterprise,1430,Siti Tan,Finance,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K005910,17,2026-04-27,1378,Sarah Tan,Enterprise,1170,Prakash Rahman,Technology,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K005911,17,2026-05-01,1378,Sarah Tan,Enterprise,1387,Ganesh Kumar,Enterprise,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K005912,17,2026-04-27,1378,Sarah Tan,Enterprise,1097,Jason Patel,Retail,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K005913,25,2026-06-22,1378,Sarah Tan,Enterprise,1455,Suresh Rahman,HR,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K005914,27,2026-07-10,1378,Sarah Tan,Enterprise,1486,Christopher Aziz,Corporate Affairs,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K005915,27,2026-07-08,1378,Sarah Tan,Enterprise,1458,Wei Yap,HR,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K005916,29,2026-07-21,1378,Sarah Tan,Enterprise,1186,Vivian Soh,Technology,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K005917,29,2026-07-22,1378,Sarah Tan,Enterprise,1358,Michelle Goh,Marketing,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K005918,30,2026-07-30,1378,Sarah Tan,Enterprise,1477,Harish Singh,Legal,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K005919,30,2026-07-28,1378,Sarah Tan,Enterprise,1401,Farid Hassan,Enterprise,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K005920,30,2026-07-28,1378,Sarah Tan,Enterprise,1089,Ivan Ng,Retail,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K005921,32,2026-08-12,1378,Sarah Tan,Enterprise,1329,Sarah Aziz,Marketing,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K005922,32,2026-08-11,1378,Sarah Tan,Enterprise,1491,Christopher Yusof,Corporate Affairs,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K005923,37,2026-09-17,1378,Sarah Tan,Enterprise,1170,Prakash Rahman,Technology,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K005924,37,2026-09-17,1378,Sarah Tan,Enterprise,1309,Grace Singh,Marketing,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K005925,37,2026-09-16,1378,Sarah Tan,Enterprise,1343,Rina Singh,Marketing,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K005926,40,2026-10-07,1378,Sarah Tan,Enterprise,1316,Mei Ng,Marketing,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K005927,40,2026-10-08,1378,Sarah Tan,Enterprise,1100,Terry Lim,Retail,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K005928,7,2026-02-16,1379,Ganesh Patel,Enterprise,1271,Vivian Bakar,Sales,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K005929,22,2026-06-03,1379,Ganesh Patel,Enterprise,1186,Vivian Soh,Technology,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K005930,22,2026-06-04,1379,Ganesh Patel,Enterprise,1415,Christopher Karim,Enterprise,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K005931,22,2026-06-02,1379,Ganesh Patel,Enterprise,1476,Elaine Rashid,Legal,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K005932,23,2026-06-08,1379,Ganesh Patel,Enterprise,1245,Zara Nair,Sales,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K005933,23,2026-06-11,1379,Ganesh Patel,Enterprise,1024,Terry Ibrahim,Retail,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K005934,23,2026-06-11,1379,Ganesh Patel,Enterprise,1142,Wendy Hamid,Technology,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K005935,26,2026-07-03,1379,Ganesh Patel,Enterprise,1199,Joanne Soh,Technology,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K005936,26,2026-06-30,1379,Ganesh Patel,Enterprise,1149,Wendy Ali,Technology,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K005937,27,2026-07-10,1379,Ganesh Patel,Enterprise,1333,Harish Menon,Marketing,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K005938,29,2026-07-23,1379,Ganesh Patel,Enterprise,1284,Rina Soh,Sales,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K005939,36,2026-09-11,1379,Ganesh Patel,Enterprise,1031,Ganesh Kumar,Retail,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K005940,36,2026-09-07,1379,Ganesh Patel,Enterprise,1481,Michelle Ooi,Legal,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K005941,36,2026-09-08,1379,Ganesh Patel,Enterprise,1354,Elaine Ibrahim,Marketing,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K005942,48,2026-12-02,1379,Ganesh Patel,Enterprise,1217,Elaine Menon,Technology,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K005943,48,2026-11-30,1379,Ganesh Patel,Enterprise,1229,Lily Yap,Sales,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K005944,48,2026-11-30,1379,Ganesh Patel,Enterprise,1113,Prakash Yusof,Retail,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K005945,49,2026-12-11,1379,Ganesh Patel,Enterprise,1074,Terry Nair,Retail,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K005946,7,2026-02-17,1380,Ridzwan Tan,Enterprise,1255,Wei Chan,Sales,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K005947,7,2026-02-17,1380,Ridzwan Tan,Enterprise,1414,Shirley Lee,Enterprise,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K005948,7,2026-02-16,1380,Ridzwan Tan,Enterprise,1307,Nurul Chua,Marketing,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K005949,30,2026-07-29,1380,Ridzwan Tan,Enterprise,1253,Elaine Lee,Sales,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K005950,31,2026-08-07,1380,Ridzwan Tan,Enterprise,1215,Nadia Teh,Technology,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K005951,39,2026-09-28,1380,Ridzwan Tan,Enterprise,1298,Hassan Bakar,Sales,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K005952,1,2026-01-07,1381,Siti Ooi,Enterprise,1252,Ivan Ng,Sales,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K005953,1,2026-01-05,1381,Siti Ooi,Enterprise,1439,Pamela Wong,Finance,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K005954,11,2026-03-19,1381,Siti Ooi,Enterprise,1397,Siti Ng,Enterprise,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K005955,11,2026-03-20,1381,Siti Ooi,Enterprise,1368,Mohamed Bakar,Marketing,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K005956,19,2026-05-15,1381,Siti Ooi,Enterprise,1394,Siti Abdullah,Enterprise,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K005957,19,2026-05-13,1381,Siti Ooi,Enterprise,1495,Mohamed Rahman,Corporate Affairs,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K005958,19,2026-05-15,1381,Siti Ooi,Enterprise,1118,Sarah Chan,Retail,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K005959,21,2026-05-29,1381,Siti Ooi,Enterprise,1428,Kevin Hassan,Finance,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K005960,21,2026-05-29,1381,Siti Ooi,Enterprise,1059,Linda Ismail,Retail,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K005961,21,2026-05-28,1381,Siti Ooi,Enterprise,1410,Farid Rashid,Enterprise,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K005962,30,2026-07-27,1381,Siti Ooi,Enterprise,1082,Zara Kumar,Retail,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K005963,43,2026-10-26,1381,Siti Ooi,Enterprise,1088,Nadia Karim,Retail,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K005964,43,2026-10-29,1381,Siti Ooi,Enterprise,1473,Harish Tan,Legal,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K005965,43,2026-10-26,1381,Siti Ooi,Enterprise,1429,Prakash Lee,Finance,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K005966,44,2026-11-06,1381,Siti Ooi,Enterprise,1369,Farid Chong,Marketing,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K005967,45,2026-11-11,1381,Siti Ooi,Enterprise,1270,Wei Singh,Sales,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K005968,45,2026-11-10,1381,Siti Ooi,Enterprise,1484,Amelia Abdullah,Legal,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K005969,45,2026-11-12,1381,Siti Ooi,Enterprise,1481,Michelle Ooi,Legal,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K005970,47,2026-11-27,1381,Siti Ooi,Enterprise,1141,Terry Wong,Technology,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K005971,47,2026-11-23,1381,Siti Ooi,Enterprise,1129,Sarah Chua,Technology,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K005972,47,2026-11-26,1381,Siti Ooi,Enterprise,1186,Vivian Soh,Technology,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K005973,4,2026-01-26,1382,Joanne Rashid,Enterprise,1255,Wei Chan,Sales,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K005974,4,2026-01-27,1382,Joanne Rashid,Enterprise,1176,Terry Chua,Technology,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K005975,4,2026-01-28,1382,Joanne Rashid,Enterprise,1411,James Menon,Enterprise,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K005976,10,2026-03-13,1382,Joanne Rashid,Enterprise,1309,Grace Singh,Marketing,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K005977,10,2026-03-10,1382,Joanne Rashid,Enterprise,1039,Hafiz Wong,Retail,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K005978,10,2026-03-10,1382,Joanne Rashid,Enterprise,1004,Shirley Chan,Retail,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K005979,11,2026-03-18,1382,Joanne Rashid,Enterprise,1388,Wendy Hamid,Enterprise,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K005980,18,2026-05-05,1382,Joanne Rashid,Enterprise,1484,Amelia Abdullah,Legal,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K005981,18,2026-05-05,1382,Joanne Rashid,Enterprise,1316,Mei Ng,Marketing,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K005982,18,2026-05-07,1382,Joanne Rashid,Enterprise,1089,Ivan Ng,Retail,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K005983,24,2026-06-18,1382,Joanne Rashid,Enterprise,1380,Ridzwan Tan,Enterprise,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K005984,24,2026-06-18,1382,Joanne Rashid,Enterprise,1373,Kevin Abdullah,Enterprise,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K005985,29,2026-07-24,1382,Joanne Rashid,Enterprise,1457,Farid Patel,HR,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K005986,29,2026-07-22,1382,Joanne Rashid,Enterprise,1317,Suresh Ismail,Marketing,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K005987,33,2026-08-20,1382,Joanne Rashid,Enterprise,1042,Pamela Nair,Retail,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K005988,34,2026-08-24,1382,Joanne Rashid,Enterprise,1489,Sarah Nair,Corporate Affairs,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K005989,34,2026-08-28,1382,Joanne Rashid,Enterprise,1342,Rina Wong,Marketing,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K005990,43,2026-10-29,1382,Joanne Rashid,Enterprise,1015,Ridzwan Malik,Retail,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K005991,44,2026-11-04,1382,Joanne Rashid,Enterprise,1454,Hafiz Menon,HR,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K005992,47,2026-11-26,1382,Joanne Rashid,Enterprise,1422,Ridzwan Ibrahim,Finance,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K005993,47,2026-11-23,1382,Joanne Rashid,Enterprise,1021,Jason Tan,Retail,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K005994,47,2026-11-27,1382,Joanne Rashid,Enterprise,1009,Daniel Yusof,Retail,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K005995,48,2026-12-04,1382,Joanne Rashid,Enterprise,1072,Shankar Singh,Retail,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K005996,48,2026-12-03,1382,Joanne Rashid,Enterprise,1324,Prakash Chan,Marketing,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K005997,48,2026-12-02,1382,Joanne Rashid,Enterprise,1161,Eugene Hassan,Technology,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K005998,8,2026-02-26,1383,Shankar Ooi,Enterprise,1089,Ivan Ng,Retail,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K005999,8,2026-02-26,1383,Shankar Ooi,Enterprise,1224,Jason Yusof,Sales,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K006000,8,2026-02-25,1383,Shankar Ooi,Enterprise,1392,Shirley Chan,Enterprise,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K006001,16,2026-04-20,1383,Shankar Ooi,Enterprise,1440,Diana Ibrahim,Finance,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K006002,16,2026-04-23,1383,Shankar Ooi,Enterprise,1112,Hafiz Ooi,Retail,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K006003,17,2026-04-29,1383,Shankar Ooi,Enterprise,1188,Joanne Goh,Technology,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K006004,24,2026-06-15,1383,Shankar Ooi,Enterprise,1055,Rajesh Ali,Retail,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K006005,24,2026-06-18,1383,Shankar Ooi,Enterprise,1399,Ridzwan Ismail,Enterprise,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K006006,24,2026-06-17,1383,Shankar Ooi,Enterprise,1415,Christopher Karim,Enterprise,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K006007,29,2026-07-23,1383,Shankar Ooi,Enterprise,1122,Wei Aziz,Technology,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K006008,30,2026-07-29,1383,Shankar Ooi,Enterprise,1005,Nelson Yap,Retail,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K006009,30,2026-07-27,1383,Shankar Ooi,Enterprise,1428,Kevin Hassan,Finance,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K006010,30,2026-07-28,1383,Shankar Ooi,Enterprise,1481,Michelle Ooi,Legal,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K006011,35,2026-09-02,1383,Shankar Ooi,Enterprise,1052,Lily Goh,Retail,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
